total_applicants,avg_monthly_income,avg_total_outstanding,avg_dti_ratio,avg_credit_score,avg_age,avg_existing_loan_amount,avg_interest_rate,avg_loan_tenure,avg_overdue_amount,total_defaults,unique_cities,unique_employment_types,unique_loan_purposes
24999,77113.0655226209,123377.40909636386,1.5996863554101364,596.2041681667266,42.42381695267811,77253.9984799392,12.525245809832393,32.38793551742069,49784.27413096524,16942,5,3,5
